Gene_ID	LNCaP_1	LNCaP_2
CTD-2228K2.5	10.048	10.5185
CHMP2B	18.9938	17.4575
SCUBE3	0.0387844	0.0229482
CALCR	0	0
TIRAP	4.1389	3.72841
TMEM253	0.202808	0.582038
KIAA0391	21.8662	18.661
NTRK1	0	0.0173181
PACRG	0.222555	0.101926
AKNAD1	0	0
GAGE13	0	0
PNPLA1	0.0190227	0.018158
SLC39A6	49.3043	51.3682
AL162424.1	0	0
KDR	0	0
RP11-73M18.2	4.7843	3.33055
SLAMF7	0.036222	0
AAED1	1.72507	2.37608
AC005606.1	9.36956e-36	2.61077e-46
CCDC61	2.96843	3.07764
PIH1	0	0
SYT11	0.0395327	0.0713828
CXXC4	0.00741379	0.00706852
CCNH	49.5199	50.5065
TRNP1	3.09326	3.57122
FOXH1	2.82875	2.66624
RAB19	4.03565	5.6407
OR5L1	0	0
IFT172	4.59107	4.77325
JUN	23.7187	24.234
SLC15A2	0.186593	0.312954
CECR6	0.2659	0.263581
CSF3	0.0316344	0
RNH1	58.2432	54.1272
HDAC2	54.4125	52.2489
DGCR8	5.73427	5.91267
PGM3	18.1311	15.6313
ZNF569	1.58685	2.29552
ZNF837	2.67848	2.44569
GMNC	0.0996063	0.0831388
RP4-559A3.7	8.36561	8.51927
UNC79	0.0144878	0.0138094
SLC22A3	65.5755	66.6742
TNRC18	36.1038	30.59
CDC25A	3.44454	3.72442
CCDC171	1.09183	1.17067
ASB14	0.0944964	0.0772721
ARL6	3.26487	2.78303
GAS2	0.279561	0.400666
OR5T1	0	0
GORASP2	15.5588	17.2945
AP003068.23	1.42362	0.91778
DAZAP2	65.1828	66.7398
PIGQ	15.3122	15.6293
HOXA7	0.0896521	0.119402
AP1M1	12.2892	12.2945
PPAPDC1B	85.312	85.2979
OVGP1	1.07366	1.3666
PRSS38	0	0
AP001468.1	0.182759	0.245576
STX4	13.9184	13.2717
UBE2Q1	13.3212	13.7547
RGPD4	0.0339135	0.0615025
ARHGEF19	4.8001	6.73875
AP2B1	50.9241	52.1366
HIAT1	16.6373	16.1907
POC5	4.42666	4.49064
EFNA1	23.6749	21.6946
BICD1	16.0404	16.2876
RNF157	5.01904	5.42717
KCNK9	0	0
BRWD3	0.611357	0.70727
SPRTN	2.93601	2.80242
HEATR4	0	0.0117037
NUDC	71.0653	68.9473
AADACL4	0	0
OR5B21	0	0
ISX	0.965502	1.04222
SYNJ1	1.9006	3.99826
ETV6	1.64058	1.67535
TSSK6	1.2524	0.980984
SLC26A5	0	0.05617
WBSCR17	0	0.0207159
CHIT1	0	0
MPRIP	34.1391	35.4178
TUBB8	0.117563	0.13649
KLF5	0.766473	0.511725
NAA25	5.18044	4.89627
GALNT4	1.46577	1.31883
JPH3	0.0528251	0.0100762
LIMS2	0.0688788	0.0832473
RPL32	845.264	898.895
FKBP1A	78.5569	77.9114
PPP3CA	289.022	304.087
COL6A1	38.1278	36.748
COL23A1	0.154659	0.107313
CR1	0	0
APITD1-CORT	1.86822	1.45132
BRDT	0.100467	0.041079
RP11-552I14.1	0	0
ADAM33	0.0123318	0.0329775
PILRA	0	0.286137
KRT35	0	0
ZNF789	4.15008	4.23958
GOLGA6L4	1.73169	0.80775
KRTAP5-6	0	0
MPPED2	0.0367511	0
H2AFZ	315.796	332.81
PRAMEF21	0	0
IGIP	2.92671	2.66302
ARHGAP23	0.0575625	0.026291
SLC38A1	25.001	27.1915
FAM154B	2.03661	1.78364
TOP3A	7.25379	7.27526
GH1	0	0
FBN2	0	0
LUZPP1	0.0194109	0
AL162431.1	0	0
MYO10	3.27478	3.35828
APOL2	6.27517	6.00818
RALYL	0.950755	0.807265
GJD4	0.0299283	0
CEACAM16	0	0.0285307
CXCL6	0	0
ZNF101	2.2572	2.2526
ZAR1	0	0
PACS1	10.7827	13.5318
ZNF469	0.0030273	0
TRAT1	0	0
MARCH6	30.4829	29.6263
CLGN	39.9133	40.8222
LINC00923	0	0
CCDC25	21.226	17.3029
NUDT8	73.0642	76.2868
KRT10	25.833	26.7246
EP400	3.69845	3.3622
AKIRIN1	21.0714	22.8561
HMG20A	4.15544	3.23739
UTP20	2.94637	2.83397
TMEM190	0	0
AC020907.1	0.0392248	0
C20orf141	0	0
AQP11	0.979615	0.975059
PIH1D3	0.108305	0
TPT1	1500.3	1550.41
WBP1	76.2095	68.8978
GNAS	444.034	448.253
TMOD3	13.4546	12.7284
SEC14L3	0	0
CMTM4	25.5981	24.4811
ZNF750	0.0315386	0.0108726
RGS14	4.76006	4.89729
YTHDC1	19.9575	22.8124
SLC2A12	5.79707	5.84024
CARKD	15.0265	14.9779
MYO1H	0.0586074	0.0822871
AGPAT2	17.3374	17.5651
C20orf78	0	0
PAPLN	0.0205476	0.0412328
MAP4K1	1.28014	1.096
IRF9	4.12862	4.43828
CLDN22	0.0321877	0.0153578
ADRB1	0.378462	0.476675
PCSK1N	18.4258	20.9612
GLP1R	0	0
ZNF154	0.0448346	0.0207285
PIGS	23.8599	24.3061
MRPL3	63.0363	60.9661
HOXD13	0	0
TMEM206	3.27388	4.10967
PAOX	2.64887	2.65189
AL353354.1	0	0
FAM120A	46.948	46.7368
C2orf42	5.53565	4.5383
NOA1	11.8546	12.0344
PTRF	1.23546	1.27304
ATP2B4	5.318	4.62382
COBLL1	17.585	16.8433
TFPT	22.954	21.8522
LILRA6	0	0.0226319
ALS2CR12	0.0578283	0.156073
SLC22A10	2.62096	2.52159
DFFB	3.91788	4.06641
TMC6	17.4399	18.6183
RABIF	3.48731	3.13781
SLC35A5	8.42293	7.91971
TBC1D26	0	0
ZNF721	10.4001	11.1936
GAGE2B	0	0
ATP9B	4.38116	5.49638
TXNRD3NB	4.03954e-65	0.0924386
FUT8	5.54659	6.06679
SYCE3	49.7835	53.1126
MBOAT7	61.8253	62.5262
LNX2	4.35338	4.58964
HSPB9	0.338275	0.108665
ZDHHC1	0.161138	0.18966
ODF3L1	0.0846192	0
CPOX	6.55766	6.02281
AATK	1.24837	0.995826
ANKRD17	10.7053	10.8519
MOSPD1	5.47526	6.27632
TBXA2R	0.0839097	0.0918355
HS3ST6	0	0
ABHD12	34.1288	31.6743
GAB2	0.582638	0.244284
RBBP4	76.7274	82.0918
AMER3	0	0
EPHB3	4.10715	3.74697
C10orf129	0	0
PMPCA	45.5728	43.2817
RAD54B	2.43679	2.42955
SAMD13	12.0473	14.4133
RHOG	5.94009	5.00182
TMEM151A	0.0342361	0.0163368
PHF2	9.86668	10.4826
AL137798.1	0	0
COX14	55.7636	54.3794
TTC31	2.66605	2.60687
STAM2	2.45037	2.17081
CTC-241N9.1	0.893898	1.48744
LRRC70	0	0.0567688
RPL11	934.913	960.179
TMEM236	0.00377822	0.00360231
C8G	0.133758	0.0641497
CCNE1	5.16775	4.20696
HP1BP3	42.2523	43.3693
OXER1	0	0
FOS	14.123	14.1028
ADAR	28.3649	27.6044
BARX2	0.356513	0.194587
APBA3	5.976	4.5025
OR51B6	0	0
MAGEA1	2.94499	2.63113
XRCC1	5.77213	5.50335
KLRG2	0.549633	0.524719
FRG1	21.0079	19.602
ATAD3C	0.266102	0.257276
MRPL15	40.2378	33.6156
MAPK7	4.10991	4.037
NKAIN4	0	0
KCNAB2	11.315	12.6304
RCAN1	4.40559	4.3331
HMGN5	6.1837	7.13578
CIDEA	0	0
ZBTB6	2.13848	2.39076
DEFB104B	0	0
ZNF865	4.79187	4.29953
RNF10	64.0822	69.0465
CRYAA	0	0
PYDC1	0	0
PTPRK	4.45179	4.88788
BIRC8	0	0
SNTG1	0	0
RP11-65D24.2	0	0
KDELR2	49.4271	52.4699
SGMS2	4.80738	5.17658
STRIP1	11.0489	8.2289
TBPL2	0	0
PTPN2	8.25106	8.81072
CAPZA1	33.0194	35.1657
ATP6C	4.4647e-104	0.185669
USP50	0	0.033579
LURAP1L	0.0793268	0.075778
ARHGEF7	15.5639	18.7205
CASQ1	0.112551	0.0460367
RASGRF2	0.0348018	0.00473898
UQCC2	137.137	135.305
ATOH8	0.0180961	0
CLIP4	1.34951	1.2425
IL17C	0.455353	0.339148
TNP2	0	0
LDHAL6B	0	0
SLA	0	0
PSMG4	26.0188	26.4846
ADCY10	0.0501541	0.0318777
COX7A2	231.915	238.808
SPATA16	0	0
EEF1B2	263.528	286.374
AKT1	70.9058	70.3999
E2F6	5.43353	4.95699
WIBG	51.8429	42.1082
LCE1C	0	0
ZCCHC14	3.1195	3.16759
ZNF610	3.92586	4.26033
PSMB2	28.8747	29.6797
KLHL5	7.92767	7.54934
TMPO	23.5112	26.3793
KAT7	13.3567	12.6332
H2AFY	194.525	185.579
FRAT2	11.1557	10.7275
BAZ1B	16.2667	16.7727
AMER2	0	0
ACRBP	0.613687	0.354532
MMS22L	0.95377	0.910374
NLRP14	0	0.011148
C1orf68	0	0
CFL2	9.969	12.7559
SPICE1	4.74128	4.97452
KMO	0.0594999	0.0324196
DPH3	2.32715	2.54406
C10orf128	0	0
SNX9	4.52658	4.58372
COX4I1	431.917	447.378
DDX41	34.4802	33.1981
PRAMEF26	0	0.0621389
THAP5	8.05292	8.7712
GPR31	0	0
IFIT5	0.942319	1.50207
OR12D2	0	0
AC004017.1	0	2.21221
RC3H1	2.59618	2.71665
NOVA2	0.0909915	0.00496802
WDR1	98.8305	98.518
ZSCAN1	0.0219864	0
TRAF3IP3	0.150119	0.072056
KIF5B	35.8613	36.2189
STOX2	0.057816	0.745156
FBLL1	0.282487	0.17999
GNGT2	0	0
NCK1	19.6776	17.1234
CCR3	0	0
CCT2	105.223	107.324
GRM7	0	0
SPRR3	0	0
CROCC	2.23774	2.28563
ARC	0.0746987	0.0203552
CKM	0	0
OR2D2	0	0
ATP6V0A1	15.3873	15.0874
LIMA1	9.32235	9.25768
EVI2B	0	0
AL022328.1	0	0
DOLPP1	13.7664	13.6703
ANKRD30A	0	0
CD28	0	0
PNLIPRP1	0	0
POTEB	0	0
CMBL	37.4826	39.3694
ZNF74	4.20824	4.1345
CHD8	9.72282	11.1344
TP73	1.38684	1.49099
RP11-1102P16.1	0	0.0245307
BICD2	4.18649	3.41521
KRTAP4-9	0	0
CCDC39	0.213138	0.365721
EMILIN3	0.244881	0.329113
KIF26A	0.0291919	0.0208739
CRYBB2	0	0
AL353698.1	0	0
CTB-78H18.1	0	0
STEAP1B	0.154941	0.100531
CAPN2	16.0882	16.0825
VENTX	0	0.0283531
LSM3	10.0749	10.6019
C9orf69	17.5526	17.8413
LGALS4	1.55722	1.00711
FDX1	10.6528	9.88223
CARD17	0	0
POMT1	12.0468	10.6436
RPL41	2382.96	2593.93
CXorf56	7.30543	7.06084
NRIP2	0.2694	0.423415
ZNF267	0.949772	1.57299
AC016586.1	0.0223112	0.0426083
PEAK1	0.129721	0.0331814
AFP	0	0
ZNF443	0.869627	0.602402
TMEM65	6.10271	6.23959
CTSB	66.7606	69.8529
ADRA2A	26.8271	26.3772
MRPL10	21.7293	22.7192
IQCK	3.21737	2.08194
BANK1	3.3667	2.94253
APRT	163.493	161.735
PARP3	12.9149	13.1315
MMP8	0	0
SERPINA10	0	0
OR9G1	0	0
STK39	18.4447	18.6466
POLR3GL	12.7806	11.2005
RUNDC1	10.2053	9.48456
BRF1	25.0147	22.0951
IL18	0	0
NPTX2	0.290642	0.138675
FAM131A	11.853	10.1734
TDP2	12.0405	11.2581
AKAP9	4.84885	4.7568
WFIKKN2	0	0
OSBPL1A	7.84034	7.74489
GPN1	8.3157	9.19128
FAM196B	0.0143791	0
MEX3C	6.96356	7.07809
SPRY4	0.0743807	0.112312
RPL26	2066.54	2186.75
TFCP2L1	0.0043519	0.00414794
SLC17A5	4.58184	6.03499
ITGA5	4.89945	4.60944
TAF9B	11.7084	11.3568
IFFO2	2.77281	2.11973
GAGE12H	0	0
ANO2	0.0910873	0.07602
NLRP12	0.024565	0
GNB1L	5.40495	5.16587
SNX3	57.3497	53.7668
BMPER	0	0
MTERFD2	10.2595	10.274
MRGBP	7.89344	8.52936
GLRB	0.0157255	0
SHH	0.00938138	0
PPM1E	2.42546	2.42434
C2orf49	6.1978	5.56759
TIMMDC1	48.1515	51.5789
PAQR7	0.350043	0.346296
PPP3CC	5.90061	5.33946
MRPL2	27.5793	30.1222
ZNF43	4.71896	4.6748
CDKL2	0	0
CDX4	0	0
TOX	0	0
RSPH10B	0.444018	0.346784
ATF1	14.3332	17.6847
PSMD3	96.8818	96.621
NUTM2E	0.209285	0.1624
LEMD3	5.17959	4.94736
SMTNL2	0	0
MLXIPL	1.57152	1.5062
GSTO2	4.38682	4.74405
SKOR2	0	0
GGTLC1	0	0
SLC19A1	17.2203	17.1847
SSX7	0.0376456	0
CHRM1	0.174789	0.0555904
CCDC136	2.17154	2.19013
DNAJC17	6.13291	6.97851
PRSS1	28.1863	29.8165
OR1K1	0	0
ANKRD12	4.03501	3.3518
EEF1A2	728.961	699.951
MAGEB6	0.0934382	0.0446152
MAGEA6	50.3871	46.029
BMPR2	5.33749	5.69317
DPP7	91.369	89.7225
LY6K	0.113783	0.0771329
STRA8	0	0
PLEKHM2	6.75869	8.14595
ARL1	58.2228	54.8101
PDHB	55.7554	57.9072
NME3	76.0551	73.7779
NLGN4X	0.276187	0.36385
NUTM1	0	0
EMR3	0	0
TMEM54	131.32	127.203
KIAA1161	0.615012	0.647384
AC135178.1	0.50996	0.414035
ERMAP	3.32915	3.81227
PTPDC1	3.39012	3.67162
PERP	18.9712	20.4385
MRPL14	31.6135	30.4572
KEL	0.0771799	0.0589161
CLCA2	0	0
AL590822.1	0.177328	0.0752352
DDC8	0.0431041	0
PAIP1	35.6541	39.0814
ARHGAP15	0	0
OR1N1	0	0
AGFG1	11.0771	9.72404
AL139333.1	0	0
ZNF519	0.540768	0.53735
AL160274.1	0	0
CSNK2A3	2.94146	3.30256
GPC6	0.361099	0.277811
MYH15	0.0865513	0.0880072
DEPDC1	4.43699	4.32673
VOPP1	18.2094	17.9643
TRIM40	0	0
CXorf30	0.0154151	0.0588612
ARMCX4	0.109819	0.0732789
FES	0	0.0438933
PRRG2	10.8014	11.7806
RP11-826N14.2	0	0
OR13C2	0	0
SLC41A1	8.51183	8.1399
PAWR	12.5773	12.3531
MSH6	6.75798	6.52702
LTC4S	2.76118	1.89801
ANKRD63	0	0
C12orf52	15.5646	16.0939
PTBP1	100.421	96.0829
FAM210B	42.1679	42.4077
GYPC	0	0
ZNF804A	0	0
EGLN3	2.78727	3.32996
SYT14	0.0727748	0.014006
AP001350.1	0	0
HIST1H2BL	2.32551	3.91072
NPM3	37.1957	38.2653
RP1L1	0	0
COL18A1	3.90233	4.31576
RRM1	25.6565	24.9753
FAF1	17.5416	15.9067
AC003006.7	3.29265e-17	3.30393e-14
DYNC1H1	17.0085	17.7694
WT1	0.126547	0
LSM6	12.1071	15.1425
TEX40	0.24197	0.158789
CXorf28	0	0
ORAI3	5.64348	5.56257
GUK1	185.392	191.595
UBL7	37.1017	36.448
ZNF665	0.600084	0.402625
PJA2	15.4876	15.6132
BNIP2	12.8081	12.8679
DGKI	0.00310204	0
CABP5	0	0
GSTM4	1.51076	1.25676
DKK3	0.464839	0
NEUROG3	0	0
IRX4	5.4257	4.30943
SPDEF	43.7927	42.4737
PPA2	43.1576	45.1302
MAGEF1	39.1831	39.8248
ANKRD34A	0.411142	0.537827
RPS12	1069.5	1122.45
HHLA3	12.9415	13.1297
AL160175.1	0	0
PUSL1	10.4869	12.3536
NEUROD1	0	0.0145007
NEK6	26.5205	24.8198
PGAM1	182.144	184.034
MCAM	0.116144	0.209283
MFAP3	10.2166	11.6687
EAF1	12.6619	13.701
WDR54	20.1828	18.0878
A3GALT2	0	0.0638189
PIKFYVE	3.43534	3.61842
AP3B1	4.61533	5.10002
ITIH5	0	0
FBXW7	2.84102	2.87989
PIGV	11.7777	14.3719
YEATS2	8.7064	8.33791
ZNF619	0.0262482	0.0505027
ZAR1L	0	0
PIGZ	1.54118	1.9058
RP11-315O6.2	0	0
GOLGA8F	0	0
PPP1CC	60.1901	59.0675
NXPE4	0	0
CTC-435M10.3	1.30405e-08	0.0581661
GABARAPL2	65.2098	75.8667
FAM171A1	5.50734	5.44193
SELENBP1	142.466	144.518
TMEM260	3.53498	3.5501
AC026703.1	0	0
CEMP1	2.94753	2.76753
KCNG4	0	0
SP110	2.31888	2.70004
CCL16	0	0
HYAL2	19.4604	19.6751
ULBP3	1.47446	2.14181
ASTL	0.0381948	0.0365295
VPS8	4.14647	4.63383
EIF3I	140.301	142.598
C10orf85	0	0
BCAS3	6.72857	6.06459
TMEM261	14.5423	16.2875
USP13	6.88916	5.70034
FAM25G	0	0
MTX3	5.84917	6.13353
SH2D4B	0	0
FAM60A	23.1995	23.1052
AC142381.1	0	0
SNIP1	3.68475	3.43529
ESM1	0	0
CDC27	18.9928	17.4544
C17orf80	9.88982	10.4634
MYO15A	0.109284	0.041966
TEX28	0	0
RHOA	123.484	117.038
OR4D6	0	0
DMKN	0.603117	0.0673691
OR4K14	0	0
U82695.9	0	0
ALDH1A3	18.2219	17.9388
VPS25	61.737	59.9832
IGLL1	0.0876161	0
SPRYD4	10.1115	10.7179
LRRC16B	0.434701	0.286956
SMPX	0	0
PIGA	1.68683	1.78714
RASAL2	1.11703	1.02336
DHRS3	13.7092	13.9435
SERPINB6	86.8619	88.124
SLC22A14	0	0.0240567
COLGALT1	39.9758	33.7163
SLC35D2	7.91566	8.27074
SLBP	25.0144	25.5745
ACMSD	0.0844338	0
KBTBD3	1.5694	3.24594
GIMAP7	0	0
GRAMD1B	0	0
TMEM89	0.0996135	0.38347
OIP5	6.75204	6.07214
TRIM17	0.383421	0.244047
AL035681.1	0	0
CCDC23	9.97694	11.0248
HTR3B	0	0.0526874
MED27	13.9788	14.3789
COL14A1	0	0.0132996
ZNF799	1.06466	0.901287
GRB10	125.069	128.052
EPS8L1	2.23984	1.68112
C4orf47	0.269358	0.564105
MDM2	23.8605	25.6042
PYCRL	17.1819	19.1625
LILRB2	0	0
CPNE1	55.7222	59.8083
ANKRD44	2.36101	2.60306
OR2L3	0	0
SLC7A8	30.8412	30.4313
HSF5	0	0
SPATA2	3.76612	3.89334
RBM33	11.5309	9.99816
ABCG1	2.64318	3.17359
LRSAM1	12.3701	12.2721
OLFM1	0.735024	0.353796
CD79A	0	0.126668
ALDH5A1	4.7608	5.0467
LELP1	0	0
NAT2	0.186264	0.142502
EPYC	0	0
EPB41L4B	16.4339	14.8639
GSDMB	1.16087	1.21688
AL359878.1	0.0977403	0.0466744
AEBP1	0.30692	0.403735
PRDX5	403.722	399.037
HIST1H3A	0	0
THAP7	20.2099	20.1616
ANKRD20A2	0.0111	0.00577532
CCDC153	0.157969	0.530981
SNAPC5	20.7763	23.7136
ZBTB10	7.85709	8.49503
CLIP1	15.1835	14.5693
ZNF84	13.9782	16.3952
FAM53B	3.78406	3.9871
IL34	0	0
ADAMTSL1	0	0
HELB	0.448513	0.36842
PLA2G2E	0	0
DCTN5	13.4582	15.3524
RNFT1	6.35816	6.51015
AC084121.16	0	0.0142237
GYPB	0	0
BBS12	0.382668	0.402824
FCGRT	1.17454	1.10451
AC008686.1	0	0
ITIH3	0.0201165	0.0192041
C12orf36	0	0.030195
PCDHGB7	0.0944016	0.141717
NSFL1C	37.5973	35.7065
YIF1B	87.315	85.7096
MICU3	2.20966	1.99162
AC012360.2	0	0
SPSB4	0.0148747	0
RP11-210M15.2	0	0
PDE8B	0.310688	0.373498
PGD	71.8219	82.4712
RRAGC	5.94454	6.0984
ZFHX2	0.603269	0.519051
PITPNC1	1.38916	2.01452
AC017104.2	0	0
CCL7	0	0
HIST1H3J	0	0
CCL4	0	0
CYP3A4	0	0.0397749
CDR1	0.0761673	0
AL953854.2	0.00497214	0.00948495
ZNF208	0.266821	0.233904
KLHL34	0.015268	0
RP11-422N16.3	0	0.0266943
NLRC4	0	0.0121261
CERS1	5.18591	6.05269
ITGA2	0.697492	0.714105
CASP2	10.7454	11.2509
MMP27	0	0
CNPY2	76.9515	78.8185
DDAH2	26.2204	29.2362
OR10Z1	0	0
TAF1B	2.5738	2.81981
TUBA3D	0.245795	0.234901
SSTR1	0.0195035	0.0278994
IL36RN	0.768264	0.623526
UNC45B	0.0171853	0
NPIPB9	0.25793	0.336036
ECT2	10.8972	12.6518
ORC6	6.16432	7.24556
GEM	0	0.0204281
BTD	11.7375	10.0208
SLC25A10	60.5886	60.4057
MRPS2	29.5513	31.2999
HDGFRP2	31.4193	32.0901
BCL2L2	14.4353	11.1552
CYFIP2	19.8479	19.9121
PLSCR2	0	0
DAZL	0	0
MLTK	1.93826	2.91725
C4orf40	0	0
PTGER2	0.0185666	0
RBM34	23.2528	26.3213
GPR101	0	0
C9orf129	1.46239	1.35709
ABCG5	0	0
RFX5	35.1466	30.0178
CCDC50	12.0148	12.3673
B4GALNT2	0	0.0527226
IARS	69.5294	70.8816
ZNF587B	5.5038	5.40528
FAM101A	0.159271	1.97358e-78
TRIM43	0	0.026531
FRG2	0	0
TTC30A	1.89348	2.52793
LANCL3	0	0.00373175
MYO3B	0	0.0519731
PHLPP1	2.96511	2.57629
PDZD2	0.0621488	0.172599
CAPNS1	127.552	139.213
RP1-139D8.6	0	0
CASP12	0	0
AC109583.1	0	0
PHF10	17.5461	17.9087
TMEM167A	10.2183	10.1989
TMEM258	206.102	213.858
C3orf22	0	0
HDAC1	78.3368	76.9682
CD84	0.00515446	0
FAM47A	0	0
LRFN1	5.36127	5.59562
ZNF629	3.48715	2.97661
GAN	0.545443	0.63974
ERMN	0	0
ZNF646	3.97811	3.89027
OR2A1	0.177111	0
ETNPPL	0.182181	0.238058
C6orf118	0.101728	0.239915
ARHGAP22	0.0346429	0.0896083
LARP7	21.8788	20.8376
HEPH	0.125397	0.165823
TTLL8	0	0
NCKAP5	0.769639	0.054099
C8orf12	0	0
SCN7A	0	0
HMGN3	38.1705	38.9731
DLL3	3.6271	3.44361
STX17	9.08573	7.59142
GPR87	0	0
ADAMTS18	0	0
C5AR1	0.0192209	0
FAM71F1	0	0
RBBP6	7.14907	7.53241
PET117	11.3073	11.9144
PIGY	0	0
DXO	10.6926	11.2742
ZNF25	1.70432	2.14784
SLC25A30	9.6711	9.33677
ATP6V1D	37.2354	31.0721
GTF2A2	115.219	123.108
CES2	8.9346	7.98166
CDADC1	7.62838	7.2498
COG8	12.0997	14.0877
PRR20C	0	0
TJAP1	6.01676	5.81995
PM20D1	0	0
COL6A6	0	0.00457022
CTD-3105H18.16	0.464572	0.876378
GNS	33.9508	35.4591
C9orf92	0	0.830618
DNM3	0.132393	0.25257
ZBTB49	1.33064	1.02689
RRM2	14.5907	13.4151
AC010336.1	2.44178	2.47077
HORMAD1	0	0.0526838
CNOT8	26.6182	23.6943
PITX2	0	0
ERCC1	22.7177	26.2786
FADS6	0.0214344	0
TCEA1	54.7734	56.7741
SLC1A4	4.76285	4.70852
ATP1A3	0.196871	0.114256
MAP7	19.07	18.4166
AL049747.1	0	0
TAS2R7	0	0
GMPR2	33.3867	31.2806
HNRNPCL1	0	0
TEX11	0	0
CDKN3	18.8802	19.4209
IL20	0	0
TBC1D2B	3.20138	6.15948
CCDC173	0	0.125817
ZNF22	0.0860025	0.0328313
TTPA	0.0379405	0
MIA3	58.0356	61.4195
SPERT	0	0
PIM2	4.60416	4.41805
TNFSF8	0	0
EPB41L2	3.83641	3.5409
GCNT3	0.15925	0.0886448
CASP5	0	0
SLC39A4	17.5324	17.2789
LRP2BP	0.293606	0.338913
AES	140.595	134.966
PALM3	0	0
RAB20	6.17662	7.22857
ITGB1	102.649	96.8576
MAS1L	0	0
BAP1	26.066	26.7514
FAM180B	0	0
ZNF407	1.25276	1.1213
WDR7	5.02016	6.16014
ARFGEF2	4.94096	5.35923
PLCD1	2.8851	2.90569
IFT140	6.31639	6.99135
SEMA4A	14.7026	13.4884
NT5C3A	8.32537	7.87203
GLYCTK	2.52433	2.92819
OPN1MW2	0	0
KLK15	1.99838	1.48499
G6PC2	0	0
ADAMTSL3	0	0
POLR2A	18.1195	17.2629
C2orf80	0	0.198246
KRT14	0.563363	0.565167
MARCH7	15.5936	14.6094
NIPA1	3.60558	4.11
DTHD1	0	0
GPR39	0	0
AQP8	0	0
TRIM31	0.0284529	0
BAI3	0.0243289	0
CCKAR	0	0
AKR1A1	113.344	112.352
MMP1	0	0
ZFHX3	2.51951	2.37332
PRODH2	0	0
RANGRF	10.6428	11.5177
TVP23B	20.3135	20.3695
PIGP	33.8944	31.9772
ANKLE2	15.8807	17.8344
REEP4	25.3901	26.8627
FOSL2	4.91553	5.31456
ACSL5	0.17917	0.111896
KCNG3	0.259206	0.243666
DNAH5	0.562305	0.628411
ACTL9	0	0
HSDL2	19.6211	19.9409
ZBED1	5.01863	4.80269
IQCG	4.81873	4.72889
TEKT5	0	0
SRP72	54.993	55.7098
SCOC	41.0535	44.9056
GSTO1	37.5261	35.1116
UBE2W	5.6961	5.8227
TSEN15	32.5403	29.0914
PAX3	0	0
BDH2	2.60835	2.89074
TECPR1	7.80397	7.42643
TAS1R1	0.100703	0.187585
APTX	18.5097	18.766
PRKAR2B	4.84522	5.12769
TRNT1	19.6179	23.752
FAM73B	8.8433	8.98456
CDKN2AIPNL	20.0737	19.7633
SMIM20	31.549	30.7446
SLCO6A1	0	0
C4orf36	2.03972	1.74159
GDAP2	2.53405	2.73646
KLHL28	3.59247	4.14828
MAD1L1	10.7598	11.1267
KCTD6	2.28449	2.64571
PRPH	2.8473	1.48128
RNF145	15.5969	16.1443
ZNF565	1.05539	1.12211
FAM175A	2.4878	2.6989
SNRNP27	8.26174	7.90168
UCKL1	11.6554	12.7407
SI	0.560721	0.58021
NDNL2	9.03156	8.76145
PLXNB1	6.07839	5.53093
C5orf55	6.70967	8.66916
CACNA1F	0	0
APOOL	8.81597	8.13498
TCTN2	5.91097	6.26375
TIMM50	56.2366	56.2275
KRT36	0	0
OR51F2	0	0
C4orf17	0	0
C10orf131	0.213352	0.0772048
PDE7B	0.0230013	0.0851781
C3orf55	0	0
B3GNT9	0.578143	0.707219
LRFN4	7.23763	6.86504
AC005003.1	3.16088	2.9947
LIN7B	5.48119	5.04771
TRMT6	5.16842	5.2248
ATP5E	32.2856	33.0542
CCL3L3	0	0
MUC5B	0.00222511	0.00424073
DLGAP2	0.00796261	0
NME2	10.8102	11.3256
CELSR1	2.12938	2.04288
TNFAIP1	7.44795	8.15062
UBE2D2	37.6517	42.3944
AMELX	0	0
GLOD4	48.6464	51.5692
ASPA	0.0955282	0.0914521
SEL1L2	0	0.0230913
TPD52	46.8777	49.2753
BTG2	6.39487	6.08705
OXT	0	0
SLC47A1	0	0
INPP5B	2.93881	3.08275
SLC12A9	9.73435	10.8489
TMEM135	16.4427	18.2317
DENND4A	3.51392	3.68216
TDO2	0	0
DRAM1	2.04528	2.00486
TANC1	23.0172	24.4838
C11orf48	114.03	120.316
FUT10	1.52241	1.21054
TGIF2LX	0	0
ARMC6	15.9408	18.1682
LBP	0.069582	0.0221491
EME2	11.3629	11.8438
ZNF568	4.99826	4.78083
MGAT4C	0	0
OR4D11	0	0
SURF1	54.1342	57.8372
HDAC7	12.0539	13.6696
SPRY3	0.0291698	0.0299418
GPR27	0.774919	0.894426
NXPH1	0	0
WFDC9	0	0
MPST	31.8782	31.1808
XAGE1E	3.13322	3.87097
USP47	12.5279	12.6914
GADL1	0	0
ACTR3C	1.96427	3.82977
UBA6	9.49757	7.05521
FILIP1	0.0416728	0.0347578
C14orf183	0	0.0532034
BFAR	8.13499	8.32136
IFITM5	0	0
CEP44	5.71323	4.78027
GHSR	0	0
ZNF268	5.67961	6.8148
GTF3C3	10.2052	9.24568
DCDC2C	0	0
THTPA	18.5265	18.1705
AC132192.1	0	4.09607
ZNF200	2.48767	2.51044
COX18	12.4487	13.664
